Text,Label
,"spam	Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
,"ham	Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
,ham	Boy you best get yo ass out here quick
,ham	I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
,"ham	No, I decided that only people who care about stuff vote and caring about stuff is for losers"
,ham	This weekend is fine (an excuse not to do too much decorating)
,ham	I am in a marriage function
,"ham	Sorry, I'll call later"
,ham	Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
,"spam	SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
,ham	I wont. So wat's wit the guys
,"ham	Sorry, I'll call later"
,ham	Ball is moving a lot.will spin in last :)so very difficult to bat:)
,ham	cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
,"ham	that would be good … I'll phone you tomo lunchtime, shall I, to organise something?"
,spam	FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
,ham	Just nw i came to hme da..
,ham	Where r we meeting?
,"ham	Oops I did have it,  &lt;#&gt; ?"
,ham	Ok i'm coming home now.
,ham	You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
,"ham	Yo, you around? Just got my car back"
,ham	Love it! I want to flood that pretty pussy with cum...
,"ham	Yeah probably, I still gotta check out with leo"
,ham	Went to pay rent. So i had to go to the bank to authorise the payment.
,ham	Jason says it's cool if we pick some up from his place in like an hour
,ham	R u in this continent?
,ham	In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
,ham	Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
,ham	Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
,"ham	Oops, I'll let you know when my roommate's done"
,ham	I've reached home finally...
,"ham	Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
,ham	Dun need to use dial up juz open da browser n surf...
,ham	Want to finally have lunch today?
,ham	I'm already back home so no probably not
,ham	No that just means you have a fat head
,"ham	Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
,"ham	Just arrived, see you in a couple days &lt;3"
,ham	Call me when u finish then i come n pick u.
,ham	Horrible bf... I now v hungry...
,ham	Do u hav any frnd by name ashwini in ur college?
,"ham	Ok, be careful ! Don't text and drive !"
,spam	WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
,ham	Shopping lor. Them raining mah hard 2 leave orchard.
,"ham	Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
,ham	Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
,ham	Didn't you get hep b immunisation in nigeria.
,spam	I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
,ham	S.i think he is waste for rr..
,ham	How much you got for cleaning
,"ham	Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
,ham	Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
,ham	K..u also dont msg or reply to his msg..
,spam	83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541
,ham	Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
,"ham	Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """
,ham	Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
,ham	R ü going 4 today's meeting?
,ham	Thats cool princess! I will cover your face in hot sticky cum :)
,ham	Lol boo I was hoping for a laugh
,ham	Goodmorning sleeping ga.
,ham	How come i din c ü... Yup i cut my hair...
,ham	Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
,ham	Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
,ham	Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
,ham	Wat time ü wan today?
,"ham	(No promises on when though, haven't even gotten dinner yet)"
,ham	Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
,ham	I'll meet you in the lobby
,ham	I am in your office na.
,ham	Mum ask ü to buy food home...
,"ham	A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
,ham	All e best 4 ur exam later.
,ham	Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?
,"ham	I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
,ham	No:-)i got rumour that you going to buy apartment in chennai:-)
,"ham	My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
,"ham	""Are you comingdown later?"""
,ham	You still at grand prix?
,ham	I'm good. Have you registered to vote?
,"ham	Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
,ham	Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
,ham	Big brother‘s really scraped the barrel with this shower of social misfits
,ham	Yunny... I'm goin to be late
,ham	I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...
,spam	Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
,ham	He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
,ham	Bring home some Wendy =D
,ham	Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
,ham	Not directly behind... Abt 4 rows behind ü...
,ham	Wrong phone! This phone! I answer this one but assume the other is people i don't well
,ham	All e best 4 ur driving tmr :-)
,ham	U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
,ham	Great. Never been better. Each day gives even more reasons to thank God
,spam	Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
,ham	Think + da. You wil do.
,ham	No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
,ham	Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
,"spam	Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
,spam	You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
,ham	HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
,ham	Yup but it's not giving me problems now so mayb i'll jus leave it...
,ham	Were trying to find a Chinese food place around here
,"ham	Night night, see you tomorrow"
,ham	I'm not sure if its still available though
,ham	I always chat with you. In fact i need money can you raise me?
,"ham	Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
,ham	Ok... Then r we meeting later?
,ham	Shall call now dear having food
,ham	Lol alright i was thinkin that too haha
,ham	:)
,"ham	So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
,ham	Ok lor.
,ham	I'm at home. Please call
,spam	U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
,ham	Gam gone after outstanding innings.
,ham	Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
,ham	How much i gave to you. Morning.
,ham	Hey we can go jazz power yoga hip hop kb and yogasana
,ham	Wat time u finish ur lect today?
,ham	Anything...
,ham	Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
,ham	Should i send you naughty pix? :)
,ham	Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair.
,"ham	I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
,ham	Lmao!nice 1
,ham	And how's your husband.
,ham	MMM ... Fuck .... Merry Christmas to me
,"ham	Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
,ham	Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
,ham	Guess he wants alone time. We could just show up and watch when they do..
,spam	Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
,ham	Where is it. Is there any opening for mca.
,ham	What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
,ham	Sindu got job in birla soft ..
,ham	V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
,ham	Thnx dude. u guys out 2nite?
,"ham	Oh, then your phone phoned me but it disconnected"
,ham	Ok c ü then.
,ham	Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
,"ham	Easy mate, * guess the quick drink was bit ambitious."
,spam	Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge
,spam	1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
,ham	I wil be there with in  &lt;#&gt;  minutes. Got any space
,ham	Carlos says he'll be at mu in  &lt;#&gt;  minutes
,ham	Sorry about that this is my mates phone and i didnt write it love Kate
,ham	Okie...
,"spam	FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
,ham	You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
,spam	8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity
,ham	Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
,"ham	Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
,ham	HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
,ham	K..k.:)congratulation ..
,ham	Aight well keep me informed
,ham	Sure but since my parents will be working on Tuesday I don't really need a cover story
,ham	And he's apparently bffs with carly quick now
,ham	Can you plz tell me the ans. BSLVYL sent via fullonsms.com
,ham	Ok thanx... Take care then...
,ham	Really dun bluff me leh... U sleep early too. Nite...
,"ham	Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
,ham	Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
,ham	Lol now I'm after that hot air balloon!
,spam	RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
,ham	You got called a tool?
,ham	Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!
,"ham	Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
,ham	Our Prashanthettan's mother passed away last night. pray for her and family.
,"spam	For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
,spam	Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
,"spam	Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
,"ham	Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
,ham	Hi! This is Roger from CL. How are you?
,ham	Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.
,ham	So u wan 2 come for our dinner tonight a not?
,"ham	Goodnight, sleep well da please take care pa. Please."
,ham	You also didnt get na hi hi hi hi hi
,ham	Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
,ham	No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
,ham	cool. We will have fun practicing making babies!
,ham	Yeah I can still give you a ride
,ham	But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
,ham	Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
,spam	You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
,ham	About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
,ham	Que pases un buen tiempo or something like that
,ham	Don't necessarily expect it to be done before you get back though because I'm just now headin out
,ham	What should i eat fo lunch senor
,ham	Would really appreciate if you call me. Just need someone to talk to.
,ham	Were gonna go get some tacos
,ham	Also are you bringing galileo or dobby
,ham	Ok no prob... I'll come after lunch then...
,ham	Good. No swimsuit allowed :)
,ham	Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
,ham	If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
,ham	So when do you wanna gym?
,spam	Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app
,ham	Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel
,ham	No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
,ham	Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
,ham	When ü login dat time... Dad fetching ü home now?
,ham	Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
,"ham	I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
,ham	Pathaya enketa maraikara pa'
,"ham	He will, you guys close?"
,ham	Convey my regards to him
,"ham	Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
,ham	Wish i were with you now!
,"ham	I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there."
,ham	hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
,"ham	Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
,ham	Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
,"ham	Playin space poker, u?"
,"ham	Ya, told..she was asking wats matter?"
,"ham	Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
,"ham	""NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?"""
,ham	U ned to convince him tht its not possible witot hurting his feeling its the main
,ham	Fine. Do you remember me.
,ham	alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
,ham	Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!
,ham	I'm aight. Wat's happening on your side.
,ham	Jus came back fr lunch wif my sis only. U leh?
,ham	Ü wait 4 me in sch i finish ard 5..
,ham	Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
,"ham	Sorry, I'll call later"
,ham	SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
,ham	Hope you are having a good week. Just checking in
,ham	Home so we can always chat
,"ham	It wont b until 2.15 as trying 2 sort house out, is that ok?"
,ham	It shall be fine. I have avalarr now. Will hollalater
,ham	Yeah I don't see why not
,"spam	Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
,ham	As usual u can call me ard 10 smth.
,ham	All day working day:)except saturday and sunday..
,ham	It means u could not keep ur words.
,"ham	Aight that'll work, thanks"
,ham	Ok...
,ham	Not sure I have the stomach for it ...
,ham	Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
,spam	network operator. The service is free. For T & C's visit 80488.biz
,ham	Good night my dear.. Sleepwell&amp;Take care
,ham	2marrow only. Wed at  &lt;#&gt;  to 2 aha.
,ham	Nope... C ü then...
,ham	Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!
,ham	Ok k..sry i knw 2 siva..tats y i askd..
,ham	Ok... Thanx... Gd nite 2 ü too...
,ham	Hmm ill have to think about it... ok you're forgiven! =D
,"ham	Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
,ham	&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
,ham	Not a drop in the tank
,"ham	I am in tirupur da, once you started from office call me."
,spam	Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
,ham	Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
,ham	Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
,ham	Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
,"ham	What do u reckon as need 2 arrange transport if u can't do it, thanks"
,ham	Huh i cant thk of more oredi how many pages do we have?
,ham	Have you seen who's back at Holby?!
,ham	We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
,ham	Play w computer? Aiyah i tok 2 u lor?
,"spam	Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
,ham	When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
,"ham	Mostly sports type..lyk footbl,crckt.."
,spam	500 free text msgs. Just text ok to 80488 and we'll credit your account
,ham	But if she.s drinkin i'm ok.
,"ham	This is one of the days you have a billion classes, right?"
,ham	Hi:)did you asked to waheeda fathima about leave?
,"ham	Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
,ham	I cant pick the phone right now. Pls send a message
,ham	Noooooooo please. Last thing I need is stress. For once in your life be fair.
,"ham	Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
,"ham	Kate jackson rec center before 7ish, right?"
,ham	My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
,spam	What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
,ham	I have no idea where you are
,ham	That was random saw my old roomate on campus. He graduated
,spam	FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
,"ham	Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
,spam	This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
,"ham	Goodmorning,my grandfather expired..so am on leave today."
,ham	You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!
,ham	I'm done. C ü there.
,ham	New car and house for my parents.:)i have only new job in hand:)
,ham	What's nannys address?
,spam	Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
,ham	Yup i'm free...
,ham	I dont understand your message.
,"ham	Usf I guess, might as well take 1 car"
,ham	As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
,ham	Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
,ham	V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
,ham	There is a first time for everything :)
,ham	Dunno da next show aft 6 is 850. Toa payoh got 650.
,"ham	""CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X"""
,ham	I'm leaving my house now.
,ham	We're done...
,"ham	A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
,ham	Did u got that persons story
,ham	R we still meeting 4 dinner tonight?
,ham	I am on the way to ur home
,ham	So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
,ham	Have a good evening! Ttyl
,"ham	Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
,ham	What happen dear tell me
,ham	Early bird! Any purchases yet?
,"ham	Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
,ham	But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
,ham	Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
,ham	1's finish meeting call me.
,"ham	""HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."""
,"spam	Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
,"ham	Well, i'm glad you didn't find it totally disagreeable ... Lol"
,"ham	Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
,"ham	Yo my trip got postponed, you still stocked up?"
,ham	Okey dokey swashbuckling stuff what oh.
,"ham	MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
,ham	The evo. I just had to download flash. Jealous?
,spam	Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
,ham	How much u trying to get?
,spam	Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
,ham	I'm not. She lip synced with shangela.
,spam	YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
,ham	Are u coming to the funeral home
,ham	Are u awake? Is there snow there?
,ham	You sure your neighbors didnt pick it up
,"ham	Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
,ham	That one week leave i put know that time. Why.
,ham	Ok. I only ask abt e movie. U wan ktv oso?
,spam	PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
,ham	:-) yeah! Lol. Luckily i didn't have a starring role like you!
,"ham	Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
,ham	K:)k:)good:)study well.
,ham	He's in lag. That's just the sad part but we keep in touch thanks to skype
,ham	Thank you princess! I want to see your nice juicy booty...
,ham	Boooo you always work. Just quit.
,ham	Id onluy matters when getting on from offcampus
,ham	Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
,ham	Boo. How's things? I'm back at home and a little bored already :-(
,ham	U coming 2 pick me?
,ham	Too late. I said i have the website. I didn't i have or dont have the slippers
,"ham	Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
,ham	I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?
,ham	No. I.ll meet you in the library
,ham	Hey what happen de. Are you alright.
,"ham	Haha awesome, I've been to 4u a couple times. Who all's coming?"
,ham	Hope youre not having too much fun without me!! see u tomorrow love jess x
,ham	Gud mrng dear hav a nice day
,"ham	When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
,ham	Erutupalam thandiyachu
,"ham	I'm in a meeting, call me later at"
,ham	My sister cleared two round in birla soft yesterday.
,ham	Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
,ham	Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!
,ham	And pls pls drink plenty plenty water
,ham	Ok
,ham	R ü comin back for dinner?
,ham	Great! So what attracts you to the brothas?
,ham	How? Izzit still raining?
,"ham	Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m..."
,ham	How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X
,"ham	Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
,"spam	SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
,ham	Lmao but its so fun...
,spam	Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
,ham	I might go 2 sch. Yar at e salon now v boring.
,spam	As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
,ham	Should I tell my friend not to come round til like  &lt;#&gt; ish?
,"ham	He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
,"ham	Cool, what time you think you can get here?"
,ham	Somebody set up a website where you can play hold em using eve online spacebucks
,ham	We'll you pay over like  &lt;#&gt; yrs so its not too difficult
,"ham	Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
,spam	SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
,ham	Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
,ham	would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
,ham	Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
,ham	He is world famamus....
,ham	S s..first time..dhoni rocks...
,ham	I did. One slice and one breadstick. Lol
,ham	K.i did't see you.:)k:)where are you now?
,ham	S:)no competition for him.
,ham	Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
