Preprocessed,Label
"['r', 'u', 'sam', 'p', 'eachother', 'meet', 'go', '2', 'house']",ham
"['eastenders', 'tv', 'quiz', 'flower', 'dot', 'compare', 'violet', 'e', 'tulip', 'f', 'lily', 'txt', 'e', 'f', '84025', '4', 'chance', '2', 'win', '100', 'cash', 'wkent', '150p16']",spam
"['xmas', 'prize', 'draw', 'trying', 'contact', 'u', 'today', 'draw', 'show', '2000', 'prize', 'guaranteed', 'call', '09058094565', 'land', 'line', 'valid', '12hrs']",spam
"['hi', 'darlin', 'im', 'way', 'london', 'smashed', 'another', 'driver', 'big', 'dent', 'im', 'really', 'missing', 'u', 'u', 'xxx']",ham
"['bognor', 'splendid', 'time', 'year']",ham
"['need', 'strong', 'arm']",ham
"['mm', 'food', 'da']",ham
"['nope', 'think', 'go', 'monday', 'sorry', 'replied', 'late']",ham
"['december', 'mobile', '11mths', 'entitled', 'update', 'latest', 'colour', 'camera', 'mobile', 'free', 'call', 'mobile', 'update', 'co', 'free', '08002986906']",spam
"['hmm', 'bit', 'piece', 'lol', 'sigh']",ham
"['cool', 'night', 'lemme', 'know', 'around']",ham
"['aiyah', 'e', 'rain', 'like', 'quite', 'big', 'leh', 'drizzling', 'least', 'run', 'home']",ham
"['come', 'mu', 'sorting', 'narcotic', 'situation']",ham
"['still', 'checked', 'da']",ham
"['thinked', 'first', 'time', 'saw', 'class']",ham
"['sorry', 'call', 'later']",ham
"['congratulation', 'u', 'claim', '2', 'vip', 'row', 'ticket', '2', 'c', 'blu', 'concert', 'november', 'blu', 'gift', 'guaranteed', 'call', '09061104276', 'claim', 't', 'c', 'www', 'smsco', 'net', 'cost', '3', '75max']",spam
"['still', 'playing', 'gautham']",ham
"['meant', 'middle', 'left', 'right']",ham
"['waiting', 'e', 'car', 'dat', 'bored', 'wat', 'co', 'wait', 'outside', 'got', 'nothing', '2', 'home', 'stuff', 'watch', 'tv', 'wat']",ham
"['someone', 'u', 'know', 'asked', 'dating', 'service', '2', 'contact', 'cant', 'guess', 'call', '09058091854', 'revealed', 'po', 'box385', 'm6', '6wu']",spam
"['4mths', 'half', 'price', 'orange', 'line', 'rental', 'latest', 'camera', 'phone', '4', 'free', 'phone', '11mths', 'call', 'mobilesdirect', 'free', '08000938767', 'update', 'or2stoptxt']",spam
"['walked', 'hour', '2', 'c', 'u', 'show', 'care', 'wont', 'u', 'believe', 'im', 'serious']",ham
"['yar', 'lor', 'keep', 'raining', 'non', 'stop', 'u', 'wan', '2', 'go', 'elsewhere']",ham
"['know', 'girl', 'always', 'safe', 'selfish', 'know', 'got', 'pa', 'thank', 'good', 'night']",ham
"['thanks', 'looking', 'really', 'appreciate']",ham
"['put', 'stuff', 'road', 'keep', 'getting', 'slippery']",ham
"['say', 'quitting', 'least5times', 'day', 'wudn', 'take', 'much', 'notice', 'nah', 'mind', 'gonna', 'see', 'want', 'come', 'taunton', 'tonight', 'u', 'tell']",ham
"['great', 'run', 'ttyl']",ham
"['great', 'princess', 'thinking']",ham
"['science', 'tell', 'chocolate', 'melt', 'sunlight', 'please', 'walk', 'sunlight', 'bcoz', 'want', 'loss', 'sweet', 'friend']",ham
"['im', 'snowboarding', 'trip', 'wondering', 'planning', 'get', 'everyone', 'together', 'befor', 'go', 'meet', 'greet', 'kind', 'affair', 'cheer']",ham
"['glad', 'see', 'reply']",ham
"['know', 'need', 'get', 'hotel', 'got', 'invitation', 'apologise', 'cali', 'sweet', 'come', 'english', 'bloke', 'weddin']",ham
"['ok', 'lor', 'wat', 'time', 'ü', 'finish']",ham
"['ok', 'right', 'later']",ham
"['ok', 'c', 'ya']",ham
"['yar', 'wanted', '2', 'scold', 'u', 'yest', 'late', 'already', 'got', 'zhong', 'se', 'qing', 'u', 'ask', 'b4', 'ask', 'go', 'w', 'u', 'lor', 'n', 'u', 'still', 'act', 'real']",ham
"['saw', 'guy', 'doll', 'last', 'night', 'patrick', 'swayze', 'great']",ham
"['ur', 'chance', 'win', '250', 'wkly', 'shopping', 'spree', 'txt', 'shop', '80878', 'c', 'www', 'txt', '2', 'shop', 'com', 'custcare', '08715705022', '1x150p', 'wk']",spam
"['u', 'sound', 'like', 'manky', 'scouse', 'boy', 'steve', 'like', 'travelling', 'da', 'bus', 'home', 'wot', 'u', 'inmind', '4', 'recreation', 'dis', 'eve']",ham
"['yeah', 'probably', 'earlier']",ham
"['networking', 'job']",ham
"['ü', 'send', 'copy', 'da', 'report']",ham
"['say', 'lt', 'gt', 'year', 'old', 'man', 'money', 'last', 'lt', 'gt', 'still', 'waiting', 'check']",ham
"['da', 'bus', 'going', 'home']",ham
"['usual', 'iam', 'fine', 'happy', 'amp', 'well']",ham
"['yet', 'like', 'keep', 'touch', 'easiest', 'way', 'barcelona', 'way', 'ru', 'house']",ham
"['tell', 'u', '2', 'call', '09066358152', 'claim', '5000', 'prize', 'u', '2', 'enter', 'ur', 'mobile', 'personal', 'detail', 'prompt', 'careful']",spam
"['thk', 'shld', 'b', 'ya', 'wana', 'go', '4', 'lesson', 'haha', 'go', 'one', 'whole', 'stretch']",ham
"['goodmorning', 'today', 'late', 'lt', 'gt', 'min']",ham
"['well', 'still', 'bit', 'left', 'guy', 'want', 'tonight']",ham
"['yar', 'tot', 'u', 'knew', 'dis', 'would', 'happen', 'long', 'ago', 'already']",ham
"['ah', 'see', 'lingo', 'let', 'know', 'wot', 'earth', 'finished', 'making']",ham
"['agree', 'stop', 'thinkin', 'ipad', 'please', 'ask', 'macho', 'question']",ham
"['nokia', '7250i', 'get', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia', '86021', 'hg', 'suite342', '2lands', 'row', 'w1jhl', '16']",spam
"['ok', 'go', 'change', 'also']",ham
"['thanks', '4', 'continued', 'support', 'question', 'week', 'enter', 'u', 'in2', 'draw', '4', '100', 'cash', 'name', 'new', 'u', 'president', 'txt', 'an', '80082']",spam
"['also', 'sir', 'sent', 'email', 'log', 'usc', 'payment', 'portal', 'send', 'another', 'message', 'explain', 'thing', 'back', 'home', 'great', 'weekend']",ham
"['give', 'plus', 'said', 'grinule', 'greet', 'whenever', 'speak']",ham
"['ok', 'many', 'buy']",ham
"['hot', 'live', 'fantasy', 'call', '08707509020', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870', 'k']",spam
"['congrats', '1', 'year', 'special', 'cinema', 'pas', '2', 'call', '09061209465', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', '4', 'free', 'bx420', 'ip4', '5we', '150pm', 'dont', 'miss']",spam
"['mean', 'get', 'door']",ham
"['remains', 'bro', 'amongst', 'bros']",ham
"['sorry', 'call', 'later']",ham
"['text', 'carlos', 'let', 'know', 'hang']",ham
"['lol', 'yep', 'yesterday', 'already', 'got', 'fireplace', 'another', 'icon', 'sitting']",ham
"['ard', '4', 'lor']",ham
"['yar', 'say', 'got', 'error']",ham
"['macha', 'dont', 'feel', 'upset', 'assume', 'mindset', 'believe', 'one', 'evening', 'wonderful', 'plan', 'u', 'let', 'life', 'begin', 'call', 'anytime']",ham
"['even', 'cant', 'close', 'eye', 'vava', 'playing', 'umma']",ham
"['cheer', 'u', 'tex', 'mecause', 'u', 'werebored', 'yeah', 'okden', 'hunny', 'r', 'uin', 'wk', 'sat', 'sound', 'likeyour', 'havin', 'gr8fun', 'j', 'keep', 'updat', 'countinlots', 'loveme', 'xxxxx']",ham
"['problem', 'walk', 'around', 'julianaland', 'oblivious', 'going', 'around', 'say', 'thing', 'constantly', 'go', 'one', 'ear', 'go', 'whatever', 'want', 'know', 'upset', 'listen', 'tell', 'going', 'upset', 'want', 'surprised', 'mad']",ham
"['taking', 'derek', 'amp', 'taylor', 'walmart', 'back', 'time', 'done', 'leave', 'mouse', 'desk', 'text', 'priscilla', 'ready']",ham
"['fuuuuck', 'need', 'stop', 'sleepin', 'sup']",ham
"['haha', 'hope', 'ü', 'hear', 'receipt', 'sound', 'gd', 'luck']",ham
"['well', 'right', 'gonna', 'get', 'check', 'today', 'steam', 'sale', 'pee', 'text', 'want', 'come', 'get']",ham
"['number', 'vivek']",ham
"['well', 'give', 'co', 'said', 'one', 'nighters', 'persevered', 'found', 'one', 'cheap', 'apologise', 'advance', 'somewhere', 'sleep', 'isnt']",ham
"['tessy', 'pls', 'favor', 'pls', 'convey', 'birthday', 'wish', 'nimya', 'pls', 'dnt', 'forget', 'today', 'birthday', 'shijas']",ham
"['mobile', '11', 'month', 'u', 'r', 'entitled', 'update', 'latest', 'colour', 'mobile', 'camera', 'free', 'call', 'mobile', 'update', 'co', 'free', '08002986030']",spam
"['lt', 'gt', 'g', 'saw', 'day', 'ago', 'guy', 'want', 'sell', 'wifi', 'lt', 'gt', '3g', 'lt', 'gt', 'blanked']",ham
"['got', 'called', 'tool']",ham
"['say', 'slowly', 'god', 'love', 'amp', 'need', 'clean', 'heart', 'blood', 'send', 'ten', 'special', 'people', 'amp', 'u', 'c', 'miracle', 'tomorrow', 'pls', 'pls']",ham
"['god', 'love', 'limit', 'god', 'grace', 'measure', 'god', 'power', 'boundary', 'may', 'u', 'god', 'endless', 'blessing', 'always', 'ur', 'life', 'gud', 'ni8']",ham
"['hack', 'chat', 'get', 'backdoor', 'entry', '121', 'chat', 'room', 'fraction', 'cost', 'reply', 'neo69', 'call', '09050280520', 'subscribe', '25p', 'pm', 'dp', 'bcm', 'box', '8027', 'ldn', 'wc1n3xx']",spam
"['oh', 'yes', 'speak', 'txt', '2', 'u', 'hmm', 'u', 'get', 'email']",ham
"['hey', 'hey', 'werethe', 'monkeespeople', 'say', 'monkeyaround', 'howdy', 'gorgeous', 'howu', 'doin', 'foundurself', 'jobyet', 'sausage', 'love', 'jen', 'xxx']",ham
"['usual', 'iam', 'fine', 'happy', 'amp', 'well']",ham
"['cant', 'think', 'anyone', 'spare', 'room', 'top', 'head']",ham
"['money', 'issue', 'weigh', 'thanks', 'breathe', 'easier', 'make', 'sure', 'dont', 'regret', 'thanks']",ham
"['okmail', 'dear', 'dave', 'final', 'notice', 'collect', '4', 'tenerife', 'holiday', '5000', 'cash', 'award', 'call', '09061743806', 'landline', 'tc', 'sae', 'box326', 'cw25wx', '150ppm']",spam
"['huh', '6', 'also', 'cannot', 'many', 'mistake']",ham
"['dont', 'shall', 'buy', 'one', 'dear']",ham
"['love', 'wine', 'dine', 'lady']",ham
"['designation', 'software', 'developer', 'may', 'get', 'chennai']",ham
"['ok', 'prob', 'come', 'lunch']",ham
"['free', 'call', 'sir']",ham
"['eh', 'ur', 'laptop', 'got', 'stock', 'lei', 'say', 'mon', 'muz', 'come', 'take', 'look', 'c', 'got']",ham
"['got', 'outta', 'class', 'gonna', 'go', 'gym']",ham
"['seems', 'like', 'weird', 'timing', 'night', 'g', 'want', 'come', 'smoke', 'day', 'shitstorm', 'attributed', 'always', 'coming', 'making', 'everyone', 'smoke']",ham
"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']",ham
"['sm', 'ac', 'sun0819', 'post', 'hello', 'seem', 'cool', 'wanted', 'say', 'hi', 'hi', 'stop', 'send', 'stop', '62468']",spam
"['check', 'audrey', 'status', 'right']",ham
"['call', 'da', 'waiting', 'call']",ham
"['aight', 'work', 'thanks']",ham
"['good', 'morning', 'love', 'go', 'sleep', 'wish', 'great', 'day', 'full', 'feeling', 'better', 'opportunity', 'last', 'thought', 'babe', 'love', 'kiss']",ham
"['mum', 'say', 'wan', 'go', 'go', 'shun', 'bian', 'watch', 'da', 'glass', 'exhibition']",ham
"['double', 'min', '1000', 'txts', 'orange', 'tariff', 'latest', 'motorola', 'sonyericsson', 'nokia', 'bluetooth', 'free', 'call', 'mobileupd8', '08000839402', 'call2optout', 'hf8']",spam
"['cant', 'see', 'join', 'denis', 'mina', 'denis', 'want', 'alone', 'time']",ham
"['thinking', 'chuckin', 'ur', 'red', 'green', 'n', 'black', 'trainners', '2', 'save', 'carryin', 'bac', 'train']",ham
"['freemsg', 'hey', 'u', 'got', '1', 'video', 'pic', 'fones', 'reply', 'wild', 'txt', 'ill', 'send', 'u', 'pic', 'hurry', 'im', 'bored', 'work', 'xxx', '18', '150p', 'rcvd', 'stop2stop']",spam
"['thank', 'calling', 'forgot', 'say', 'happy', 'onam', 'sirji', 'fine', 'remembered', 'met', 'insurance', 'person', 'meet', 'qatar', 'insha', 'allah', 'rakhesh', 'ex', 'tata', 'aig', 'joined', 'tissco', 'tayseer']",ham
"['okay', 'seen', 'pick', 'friday']",ham
"['going', 'lunch']",ham
"['come', 'guoyang', 'go', 'n', 'tell', 'u', 'told']",ham
"['hungry', 'buy', 'smth', 'home']",ham
"['dear', 'reach']",ham
"['die', 'e', 'toot', 'fringe']",ham
"['today', 'accept', 'day', 'u', 'accept', 'brother', 'sister', 'lover', 'dear1', 'best1', 'clos1', 'lvblefrnd', 'jstfrnd', 'cutefrnd', 'lifpartnr', 'belovd', 'swtheart', 'bstfrnd', 'rply', 'mean', 'enemy']",ham
"['want', 'see', 'pretty', 'pussy']",ham
"['urgent', 'call', '09066649731from', 'landline', 'complimentary', '4', 'ibiza', 'holiday', '10', '000', 'cash', 'await', 'collection', 'sae', 'c', 'po', 'box', '434', 'sk3', '8wp', '150ppm', '18']",spam
"['win', 'winner', 'mr', 'foley', 'ipod', 'exciting', 'prize', 'soon', 'keep', 'eye', 'ur', 'mobile', 'visit', 'www', 'win', '82050', 'co', 'uk']",spam
"['ok', 'wif', 'co', 'like', '2', 'try', 'new', 'thing', 'scared', 'u', 'dun', 'like', 'mah', 'co', 'u', 'said', 'loud']",ham
"['coming', 'home', '4', 'dinner']",ham
"['home', 'doc', 'gave', 'pain', 'med', 'say', 'everything', 'fine']",ham
"['even', 'friend', 'priest', 'call']",ham
"['lol', 'oops', 'sorry', 'fun']",ham
"['thanks', 'ringtone', 'order', 'ref', 'number', 'k718', 'mobile', 'charged', '4', '50', 'tone', 'arrive', 'please', 'call', 'customer', 'service', '09065069120']",spam
"['hey', 'babe', 'friend', 'cancel', 'still', 'visit']",ham
"['oh', 'god', 'found', 'number', 'glad', 'text', 'back', 'xafter', 'msg', 'cst', 'std', 'ntwk', 'chg', '1', '50']",spam
"['let', 'make', 'saturday', 'monday', 'per', 'convenience']",ham
"['ok', 'lor', 'sony', 'ericsson', 'salesman', 'ask', 'shuhui', 'say', 'quite', 'gd', '2', 'use', 'considering']",ham
"['actually', 'deleted', 'old', 'website', 'blogging', 'magicalsongs', 'blogspot', 'com']",ham
"['dont', 'flatter', 'tell', 'man', 'mine', 'two', 'pint', 'carlin', 'ten', 'minute', 'please']",ham
"['hiya', 'stu', 'wot', 'u', '2', 'im', 'much', 'truble', 'home', 'moment', 'evone', 'hate', 'even', 'u', 'wot', 'hell', 'av', 'done', 'wont', 'u', 'tell', 'text', 'bck', 'please', 'luv', 'dan']",ham
"['use', 'foreign', 'stamp', 'whatever', 'send']",ham
"['heard', 'u4', 'call', 'night', 'knickers', 'make', 'beg', 'like', 'u', 'last', 'time', '01223585236', 'xx', 'luv', 'nikiyu4', 'net']",spam
"['either', 'idea', 'know', 'anyplaces', 'something']",ham
"['family', 'happiness']",ham
"['sun', 'cant', 'come', 'earth', 'send', 'luv', 'ray', 'cloud', 'cant', 'come', 'river', 'send', 'luv', 'rain', 'cant', 'come', 'meet', 'u', 'send', 'care', 'msg', 'u', 'gud', 'evng']",ham
"['might', 'want', 'pull', 'case', 'plan', 'spending', 'much', 'confidence', 'derek', 'taylor', 'money', 'management']",ham
"['dont', 'think', 'need', 'yellow', 'card', 'uk', 'travel', 'ask', 'someone', 'gone', 'lt', 'gt', 'buck']",ham
"['credit', 'topped', 'http', 'www', 'bubbletext', 'com', 'renewal', 'pin', 'tgxxrz']",spam
"['ffffffffff', 'alright', 'way', 'meet', 'sooner']",ham
"['sir', 'waiting', 'mail']",ham
"['toshiba', 'portege', 'm100', 'gd']",ham
"['yo', 'jp', 'hungry', 'like', 'mofo']",ham
"['sorry', 'got', 'thing', 'may', 'pub', 'later']",ham
"['barred', 'b', 'q', 'store', 'life', 'twat', 'orange', 'dungerees', 'came', 'asked', 'wanted', 'decking', 'got', 'first', 'punch']",ham
"['anyone', 'call', 'treadmill', 'say', 'buy', 'make', 'sure', 'working', 'found', 'ad', 'craigslist', 'selling', 'lt', 'gt']",ham
"['jus', 'hope', 'true', 'missin', 'co', 'really', 'missin', 'done', 'anything', 'feel', 'guilty', 'yet']",ham
"['tyler', 'getting', '8th', 'leave', 'long', '9', 'get', 'like', 'hour']",ham
"['hows', 'pain', 'dear', 'r', 'u', 'smiling']",ham
"['wot', 'u', '2', 'u', 'weirdo']",ham
"['lol', 'yeah', 'point', 'guess']",ham
"['free', 'entry', '2', 'weekly', 'comp', 'chance', 'win', 'ipod', 'txt', 'pod', '80182', 'get', 'entry', 'std', 'txt', 'rate', 'c', 'apply', '08452810073', 'detail', '18']",spam
"['next', 'lt', 'gt', 'hour', 'imma', 'flip', 'shit']",ham
"['shall', 'start', 'hear']",ham
"['need', 'get']",ham
"['ü', 'go', 'home', 'liao', 'ask', 'dad', 'pick', '6']",ham
"['already', 'sabarish', 'asked', 'go']",ham
['pub'],ham
"['3', 'received', 'mobile', 'content', 'enjoy']",spam
"['maybe', 'pressies']",ham
"['u', 'reckon', 'need', '2', 'arrange', 'transport', 'u', 'thanks']",ham
"['guy', 'bitching', 'acted', 'like', 'interested', 'buying', 'something', 'else', 'next', 'week', 'gave', 'u', 'free']",ham
"['nothing', 'ok', 'anyway', 'give', 'treat']",ham
"['many', 'dependent']",ham
"['really', 'hope', 'work', 'doesnt', 'get', 'stressful', 'gr8', 'day']",ham
"['much', 'textin', 'bout']",ham
"['wife', 'knew', 'time', 'murder', 'exactly']",ham
"['yeah', 'basically', 'time', 'next', 'week', 'get', 'away', 'mom', 'amp', 'get', '3']",ham
"['fantasy', 'football', 'back', 'tv', 'go', 'sky', 'gamestar', 'sky', 'active', 'play', '250k', 'dream', 'team', 'scoring', 'start', 'saturday', 'register', 'sky', 'opt', '88088']",spam
"['mila', 'age23', 'blonde', 'new', 'uk', 'look', 'sex', 'uk', 'guy', 'u', 'like', 'fun', 'text', 'mtalk', '69866', '18', '30pp', 'txt', '1st', '5free', '1', '50', 'increment', 'help08718728876']",spam
"['nutter', 'cutter', 'ctter', 'cttergg', 'cttargg', 'ctargg', 'ctagg', 'ie']",ham
"['private', '2003', 'account', 'statement', '07753741225', 'show', '800', 'un', 'redeemed', 'point', 'call', '08715203677', 'identifier', 'code', '42478', 'expires', '24', '10', '04']",spam
"['honey', 'boo', 'missing', 'u']",ham
"['sir', 'waiting', 'letter']",ham
"['word', 'checkmate', 'chess', 'come', 'persian', 'phrase', 'shah', 'maat', 'mean', 'king', 'dead', 'goodmorning', 'good', 'day']",ham
"['free', 'message', 'jamster', 'get', 'crazy', 'frog', 'sound', 'poly', 'text', 'mad1', 'real', 'text', 'mad2', '88888', '6', 'crazy', 'sound', '3', 'gbp', 'week', '16', 'c', 'apply']",spam
"['u', 'find', 'time', 'bus', 'coz', 'need', 'sort', 'stuff']",ham
"['sorry', 'im', 'stil', 'fucked', 'last', 'nite', 'went', 'tobed', '430', 'got', '4', 'work', '630']",ham
"['try', 'get', 'lost', 'fact', 'tee', 'hee']",ham
"['love', 'brother', 'time', 'talk', 'english', 'grin', 'say', 'hey', 'muhommad', 'penny', 'say', 'hello', 'across', 'sea']",ham
"['please', 'ask', 'mummy', 'call', 'father']",ham
"['great', 'new', 'offer', 'double', 'min', 'double', 'txt', 'best', 'orange', 'tariff', 'get', 'latest', 'camera', 'phone', '4', 'free', 'call', 'mobileupd8', 'free', '08000839402', '2stoptxt', 'c']",spam
"['start', 'sending', 'blackberry', 'torch', 'nigeria', 'find', 'buyer', 'like', '4a', 'month', 'tell', 'dad', 'buy', 'bb', 'anyone', 'oh']",ham
"['r', 'u', 'meeting', 'da', 'ge', 'nite', 'tmr']",ham
"['vote', 'wherever', 'heart', 'guide']",ham
"['also', 'track', 'lighter', 'find']",ham
"['comingdown', 'later']",ham
"['bored', 'housewife', 'chat', 'n', 'date', '0871750', '77', '11', 'bt', 'national', 'rate', '10p', 'min', 'landline']",spam
"['guaranteed', 'latest', 'nokia', 'phone', '40gb', 'ipod', 'mp3', 'player', '500', 'prize', 'txt', 'word', 'collect', '83355', 'ibhltd', 'ldnw15h', '150p', 'mtmsgrcvd18']",spam
"['dear', 'subscriber', 'ur', 'draw', '4', '100', 'gift', 'voucher', 'b', 'entered', 'receipt', 'correct', 'an', 'elvis', 'presley', 'birthday', 'txt', 'answer', '80062']",spam
"['sister', 'going', 'earn', 'da']",ham
"['yeah', 'impression', 'got']",ham
"['important', 'customer', 'service', 'announcement', 'call', 'freephone', '0800', '542', '0825']",spam
"['dont', 'file', 'bag', 'work', 'called', 'tell', 'find', 'anything', 'room']",ham
"['wat', 'make', 'people', 'dearer', 'de', 'happiness', 'dat', 'u', 'feel', 'u', 'meet', 'de', 'pain', 'u', 'feel', 'u', 'miss', 'dem']",ham
"['winner', 'specially', 'selected', 'receive', '1000', 'cash', '2000', 'award', 'speak', 'live', 'operator', 'claim', 'call', '087123002209am', '7pm', 'cost', '10p']",spam
"['read', 'shame', 'tell', 'take', 'run', 'blame', 'u', '4', 'ever', 'really', '4', 'ever', 'long', 'time']",ham
"['discount', 'code', 'rp176781', 'stop', 'message', 'reply', 'stop', 'www', 'regalportfolio', 'co', 'uk', 'customer', 'service', '08717205546']",spam
"['mobile', 'number', 'pls', 'sm', 'ur', 'mail', 'id', 'convey', 'regard', 'achan', 'amma', 'rakhesh', 'qatar']",ham
"['nokia', 'phone', 'lovly']",ham
"['call', 'u', 'done']",ham
['come'],ham
"['know', 'u', 'u', 'know', 'send', 'chat', '86688', 'let', 'find', '150p', 'msg', 'rcvd', 'hg', 'suite342', '2lands', 'row', 'w1j6hl', 'ldn', '18', 'year']",spam
"['haha', 'better', 'late', 'ever', 'way', 'could', 'swing']",ham
"['sport', 'fan', 'get', 'latest', 'sport', 'news', 'str', '2', 'ur', 'mobile', '1', 'wk', 'free', 'plus', 'free', 'tone', 'txt', 'sport', '8007', 'www', 'getzed', 'co', 'uk', '0870141701216', 'norm', '4txt', '120p']",spam
"['yavnt', 'tried', 'yet', 'never', 'played', 'original', 'either']",ham
"['good', 'afternoon', 'babe', 'go', 'day', 'job', 'prospect', 'yet', 'miss', 'love', 'sigh']",ham
"['friend', 'help', 'u', 'problem', 'give', 'stupid', 'suggestion', 'land', 'u', 'another', 'problem', 'help', 'u', 'forgt', 'previous', 'problem']",ham
"['gonna', 'way', 'specific']",ham
"['u', 'still', 'painting', 'ur', 'wall']",ham
"['good', 'morning', 'princess', 'happy', 'new', 'year']",ham
"['got', 'back', 'dislike', 'bed']",ham
"['u', 'remember', 'old', 'commercial']",ham
"['shuhui', 'say', 'change', '2', 'suntec', 'steamboat', 'u', 'noe', 'r', 'u']",ham
"['call', '09095350301', 'send', 'girl', 'erotic', 'ecstacy', '60p', 'min', 'stop', 'text', 'call', '08712460324', 'nat', 'rate']",spam
"['money', 'r', 'lucky', 'winner', '2', 'claim', 'prize', 'text', 'money', '2', '88600', '1million', 'give', 'away', 'ppt150x3', 'normal', 'text', 'rate', 'box403', 'w1t1jy']",spam
"['go', 'opening', 'room', 'til', 'thanksgiving', 'without', 'upcharge']",ham
"['operate', 'lt', 'gt']",ham
"['amazing', 'rearrange', 'letter', 'give', 'meaning', 'dormitory', 'dirty', 'room', 'astronomer', 'moon', 'starer', 'eye', 'see', 'election', 'result', 'lie', 'let', 'recount', 'mother', 'law', 'woman', 'hitler', 'eleven', 'plus', 'two', 'twelve', 'plus', 'one', 'amazing']",ham
"['good', 'good', 'billy', 'mate', 'gone', 'jogging', 'enjoy', 'concert']",ham
"['free', 'msg', 'ringtone', 'http', 'tm', 'widelive', 'com', 'index', 'wml', 'id', '1b6a5ecef91ff9', '37819', 'first', 'true18', '0430', 'jul', '05']",spam
"['entered', 'cabin', 'pa', 'said', 'happy', 'b', 'day', 'bos', 'felt', 'special', 'askd', '4', 'lunch', 'lunch', 'invited', 'apartment', 'went']",ham
"['babe', 'lost']",ham
"['message', 'text', 'missing', 'sender', 'name', 'missing', 'number', 'missing', 'sent', 'date', 'missing', 'missing', 'u', 'lot', 'thats', 'everything', 'missing', 'sent', 'via', 'fullonsms', 'com']",ham
"['xam', 'hall', 'boy', 'asked', 'girl', 'tell', 'starting', 'term', 'dis', 'answer', 'den', 'manage', 'lot', 'hesitation', 'n', 'lookin', 'around', 'silently', 'said', 'intha', 'ponnungale', 'ipaditan']",ham
"['ok', 'set', 'let', 'u', 'noe', 'e', 'detail', 'later']",ham
"['sweetheart', 'hope', 'kind', 'day', 'one', 'load', 'reason', 'smile', 'biola']",ham
"['help', 'propose', 'going', 'back', 'tomorrow']",ham
"['call', 'germany', '1', 'penny', 'per', 'minute', 'call', 'fixed', 'line', 'via', 'access', 'number', '0844', '861', '85', '85', 'prepayment', 'direct', 'access', 'www', 'telediscount', 'co', 'uk']",spam
"['sorry', 'took', 'long', 'omw']",ham
"['reach', 'ur', 'home', 'lt', 'gt', 'minute']",ham
"['wat', 'would', 'u', 'like', '4', 'ur', 'birthday']",ham
"['sleeping', 'surfing']",ham
"['affidavit', 'say', 'lt', 'gt', 'e', 'twiggs', 'st', 'division', 'g', 'courtroom', 'lt', 'gt', 'lt', 'time', 'gt', 'double', 'check', 'text', 'tomorrow']",ham
"['jay', 'getting', 'really', 'impatient', 'belligerent']",ham
"['add', 'really', 'care', 'least', 'get', 'dude', 'fuck', 'hey', 'money', 'want']",ham
"['japanese', 'proverb', 'one', 'u', 'none', 'u', 'must', 'indian', 'version', 'one', 'let', 'none', 'leave', 'finally', 'kerala', 'version', 'one', 'stop', 'none', 'make', 'strike']",ham
"['good', 'morning', 'boytoy', 'yummy', 'lip', 'sexy', 'bun', 'think', 'crave', 'need']",ham
"['omw', 'back', 'tampa', 'west', 'palm', 'hear', 'happened']",ham
"['ow', 'u', 'dey', 'paid', '60', '400thousad', 'told', 'u', 'would', 'call']",ham
"['freemsg', 'feelin', 'kinda', 'lnly', 'hope', 'u', 'like', '2', 'keep', 'company', 'jst', 'got', 'cam', 'moby', 'wanna', 'c', 'pic', 'txt', 'reply', 'date', '82242', 'msg150p', '2rcv', 'hlp', '08712317606', 'stop', '82242']",spam
"['probably', 'gonna', 'see', 'later', 'tonight', 'lt']",ham
"['new', 'theory', 'argument', 'win', 'situation', 'loses', 'person', 'dont', 'argue', 'ur', 'friend', 'kick', 'amp', 'say', 'always', 'correct']",ham
"['got', 'fujitsu', 'ibm', 'hp', 'toshiba', 'got', 'lot', 'model', 'say']",ham
"['unique', 'enough', 'find', '30th', 'august', 'www', 'areyouunique', 'co', 'uk']",spam
"['awesome', 'see', 'bit']",ham
"['hi', 'finally', 'completed', 'course']",ham
"['need', 'stop', 'going', 'bed', 'make', 'fucking', 'dealing']",ham
"['help', 'u', 'swoop', 'picking', 'u', 'wherever', 'ur', 'bird', 'r', 'meeting', 'u', 'want']",ham
"['vivek', 'got', 'call', 'number']",ham
"['still', 'grinder']",ham
"['gettin', 'bit', 'arty', 'collage', 'mo', 'well', 'tryin', '2', 'ne', 'way', 'got', 'roast', 'min', 'lovely', 'shall', 'enjoy']",ham
"['per', 'request', 'melle', 'melle', 'oru', 'minnaminunginte', 'nurungu', 'vettam', 'set', 'callertune', 'caller', 'press', '9', 'copy', 'friend', 'callertune']",ham
"['private', '2004', 'account', 'statement', '07742676969', 'show', '786', 'unredeemed', 'bonus', 'point', 'claim', 'call', '08719180248', 'identifier', 'code', '45239', 'expires']",spam
['ok'],ham
