Message,Label
haha yeah see sec,0
u sending home first ok lor ready yet,0
hi yijue meet u 11 tmr,0
way tirupur,0
read shame tell take run blame u 4 ever really 4 ever long time,0
heehee funny tho,0
want 750 anytime network min 150 text new video phone five pound per week call 08002888812 reply delivery tomorrow,1
babe go day miss already love loving kiss hope everything go well,0
also thk fast xy suggest one u dun wan ok going 2 rain leh got gd,0
good afternoon love go day hope maybe got lead job think boytoy send passionate kiss across sea,0
r u scratching,0
mummy boy good bad positive negative mummy made wait hmmmm,0
fps,0
money wining number 946 wot next,1
welcome please reply age gender begin e g 24m,1
might want pull case plan spending much confidence derek taylor money management,0
lag sad part keep touch thanks skype,0
understand loss gain work school,0
k sent,0
r ü going send,0
would still cozy exhausted last night nobody went school work everything closed,0
stop story told returned saying order,0
ur chance win 250 cash every wk txt action 80608 c www movietrivia tv custcare 08712405022 1x150p wk,1
win newest harry potter order phoenix book 5 reply harry answer 5 question chance first among reader,1
say slowly god love amp need clean heart blood send ten special people amp u c miracle tomorrow pls pls,0
hey still want go yogasana coz end cine go bathe hav steam bath,0
went project centre,0
ü wait 4 bus stop aft ur lect lar dun c ü go get car come back n pick ü,0
urgent mobile number awarded 2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm,1
tick tick tick babe,0
nervous lt gt,0
well told others marry,0
realise busy guy trying bother get exam outta way try car gr8 day,0
u get pic msg phone,0
awesome see bit,0
haha friend tyler literally asked could get dubsack,0
know friend already told,0
pls call da happen,0
u secret admirer looking 2 make contact u find r reveal think ur special call 09058094565,1
doesnt need test,0
spook mob halloween collection logo pic message plus free eerie tone txt card spook 8007 zed 08701417012150p per logo pic,1
bloo bloo bloo miss first bowl,0
sorry call later,0
yes sura sun tv lol,0
better bb wont use wife doctor,0
c movie juz last minute decision mah juz watch 2 lar tot ü interested,0
surely result offer,0
get headache trying figure u trust math promise,0
congratulation ur awarded 500 cd voucher 125gift guaranteed free entry 2 100 wkly draw txt music 87066 tncs www ldew com1win150ppmx3age16,1
thanks lot wish birthday thanks making birthday truly memorable,0
die want u stuff,0
yes completely form clark also utter waste,0
sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr 82277 1 50 sp tyrone,1
esplanade lor else,0
probably gonna swing wee bit,0
1 new message please call 08718738034,1
know account detail ask mom send mom reach,0
lol right diet everyday cheat anyway meant fatty,0
also fuck family going rhode island wherever fuck leaving alone week new bong gt,0
think move lt gt week,0
want sent lt gt mesages today thats sorry hurt,0
got room soon put clock back til 8 shouted everyone get realised 7 wahay another hour bed,0
shall come get pickle,0
uncle atlanta wish guy great semester,0
going sao mu today done 12,0
gd luck 4 ur exam,0
hanging brother family,0
driving training,0
ya ok dinner,0
happen dear silent tensed,0
completed degree use joining finance,0
well obviously people cool college life went home,0
important message final contact attempt important message waiting customer claim dept expires 13 4 04 call 08717507382,1
haha cant tmr forfeit haha,0
remains bro amongst bros,0
check nuerologist,0
really good dhanush rock,0
dear sleeping p,0
electricity went fml,0
fyi gonna call sporadically starting like lt gt bc doin shit,0
still customer place,0
omw back tampa west palm hear happened,0
okie ü wan meet bishan co bishan driving today,0
always chat fact need money raise,0
r outside already,0
think ur smart win 200 week weekly quiz text play 85222 c winnersclub po box 84 m26 3uz 16 gbp1 50 week,1
ur chance win 250 wkly shopping spree txt shop 80878 c www txt 2 shop com custcare 08715705022 1x150p wk,1
r u continent,0
babe lost,0
happy new year hope good semester,0
camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 day,1
call time job today ok umma ask speed,0
buy space invader 4 chance 2 win orig arcade game console press 0 game arcade std wap charge see o2 co uk game 4 term setting purchase,1
sunny california weather cool,0
u wan 2 come dinner tonight,0
boooo always work quit,0
ü wan 2 meet n combine part da rest da project going,0
badrith chennai surely pick u competition,0
unfortunately found pick sister airport evening think going try go one th,0
fine absolutly fine,0
hot n horny willing live local text reply hear strt back 150p per msg netcollex ltdhelpdesk 02085076972 reply stop end,1
jay snickering tell x totally fucking chord speak,0
finished work yet,0
saw guy doll last night patrick swayze great,0
sound better evening im costume im sure time finish tomorrow txt end,0
say slowly god love amp need clean heart blood send ten special people amp u c miracle tomorrow pls pls,0
reach ur home lt gt minute,0
responding,0
sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021,1
die e toot fringe,0
cant believe said many thing morning really wanted say good morning love beautiful morning see library later,0
yeah imagine would really gentle unlike doc treat patient like turkey,0
hmm dunno leh mayb bag 4 goigng dat small jus anything except perfume smth dat keep,0
keeping away like,0
package program well,0
use foreign stamp whatever send,0
wan2 win meet greet westlife 4 u m8 currently tour 1 unbreakable 2 untamed 3 unkempt text 1 2 3 83049 cost 50p std text,1
love as enjoy doggy style,0
themob yo yo yo come new selection hot downloads member get free click open next link sent ur fone,1
dear free message without recharge hi hi hi,0
okay booked already including one bugis,0
gent trying contact last weekend draw show 1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs 150ppm,1
u hav frnd name ashwini ur college,0
ok going sleep hope meet,0
ü submitting da project tmr rite,0
yeah jus rite,0
yes one woman man please tell like dislike bed,0
really getting hanging around,0
motivate behind every darkness shining light waiting find behind every best friend always trust love bslvyl,0
really skateboarding despite fact get thrown wind bandage shit arm every five minute,0
urgent please call 09061743811 landline abta complimentary 4 tenerife holiday 5000 cash await collection sae c box 326 cw25wx 150ppm,1
lt gt ish minute 5 minute ago wtf,0
call see facebook huh,0
congratulation winner august 1000 prize draw call 09066660100 prize code 2309,1
400 xmas reward waiting computer randomly picked loyal mobile customer receive 400 reward call 09066380611,1
know hook mean right,0
babe back come back,0
haha leg neck killing amigo hoping end night burn think could swing like hour,0
think go honesty road call bank tomorrow tough decision make u great people,0
fffff text kadeem far gone,0
england v macedonia dont miss goal team news txt ur national team 87077 eg england 87077 try wale scotland 4txt ú1 20 poboxox36504w45wq 16,1
wont get concentration dear know mind everything,0
told returned order,0
2nd time tried 2 contact u u 750 pound prize 2 claim easy call 087187272008 now1 10p per minute bt national rate,1
account refilled successfully inr lt decimal gt keralacircle prepaid account balance r lt decimal gt transaction id kr lt gt,0
justbeen overa week since broke already brain going mush,0
cool last little getting time soon,0
turn stereo love mi phone unknown album,0
1 new voicemail please call 08719181513,1
scotland hope showing jjc tendency take care live dream,0
especially since talk boston personal statement lol woulda changed realized said nyc say boston,0
hi mobile lt gt added contact list www fullonsms com great place send free sm people visit fullonsms com,0
shall book chez jules half eight ok,0
nothing smsing u n xy lor sorry lor da guy neva c u person sort know u lor u wan 2 meet xy ask 2 bring u along 4 next meeting,0
r u still working,0
6 get ok,0
really need 2 kiss u miss u baby ur baby 4eva,0
short cute good person dont try prove gud mrng,0
lastest stereophonics marley dizzee racal libertine stroke win nookii game flirt click themob wap bookmark text wap 82468,1
hi birth 8lb 7oz mother baby brilliantly,0
whens radio show,0
bus leaf lt gt,0
symptom u love 1 u like listening song 2 u get stopped u see name beloved 3 u get angry,0
aight thanks comin,0
08714712388 10am 7pm cost 10p,1
guai ü shd haf seen naughty ü free today go jogging,0
make time tonight whenever cool text whenever around,0
swhrt u dey hope ur ok tot u 2day love n miss take care,0
film ill call later,0
mean got epi fine,0
hi mom might back later lt gt,0
much gave morning,0
remind hr,0
kallis wont bat 2nd inning,0
anything valuable 2 situation first getting second loosing,0
want bold 2 bb torch,0
havent,0
please call customer service representative freephone 0808 145 4742 9am 11pm guaranteed 1000 cash 5000 prize,1
brainless baby doll vehicle sariyag drive madoke barolla,0
ask u meeting da ge tmr nite,0
last chance claim ur 150 worth discount voucher today text shop 85023 savamob offer mobile c savamob pobox84 m263uz 3 00 sub 16,1
well gonna finish bath good fine night,0
k pick another 8th done,0
hey going lo lesson gym,0
finally came fix ceiling,0
fair enough anything going,0
yup next stop,0
free2day sexy st george day pic jordan txt pic 89080 dont miss every wk saucy celeb 4 pic c pocketbabe co uk 0870241182716 3 wk,1
ok lor wat time ü finish,0
uncle atlanta wish guy great semester,0
get brand new mobile phone agent mob plus load goody info text mat 87021,1
see,0
hi hun im comin 2nite tell every1 im sorry 4 hope u ava goodtime oli rang melnite ifink mite b sorted il explain everythin mon l8rs x,0
u go back urself lor,0
nope going home go pump petrol lor like going 2 rain soon,0
1 thing change sentence want 2 concentrate educational career im leaving,0
hm good morning headache anyone,0
sale arsenal dartboard good condition double treble,1
treasure every moment spend together,0
sorry battery died come getting gram place,0
buy blackberry bold 2 torch buy new used let know plus saying buy lt gt g wifi ipad saying lt gt g,0
anything,0
nothing spl wat abt u whr ru,0
big brother really scraped barrel shower social misfit,0
dear reach,0
enjoy watching playing football basketball anything outdoors,0
aight sound good want come,0
go chase run crossing street,0
heard abt tat,0
yeah get unlimited,0
ok anybody asks abt u tel p,0
congrats 2 mobile 3g videophones r call 09063458130 videochat wid mate play java game dload polyph music noline rentl,1
whatever juliana whatever want,0
class holla later,0
probably earlier station think,0
come,0
chile please lt decimal gt hour drive come time subletting feb april audition season,0
much payed suganya,0
ever thought living good life perfect partner txt back name age join mobile community 100p sm,1
got part nottingham 3 hr 63miles good thing love man much 40mph hey ho,0
wondarfull song,0
r u saying order slipper co pay returning,0
way put skip right outside front house see house pull,0
u secret admirer reveal think u r special call 09065174042 opt reply reveal stop 1 50 per msg recd cust care 07821230901,1
wait come lt gt min,0
single single answer fighting plus said broke didnt reply,0
home way,0
registered optin subscriber ur draw 4 100 gift voucher entered receipt correct an 80062 whats no1 bbc chart,1
buzz hey love think hope day go well sleep miss babe long moment together loving smile,0
work ah den 6 plus lor u workin oso rite den go orchard lor place go liao,0
huh got lesson 4 lei n thinkin going sch earlier n tot parkin kent vale,0
b4u voucher w c 27 03 marsms log onto www b4utele com discount credit opt reply stop customer care call 08717168528,1
ha know either clever simple thing pear day perfect christmas,0
bugis oso near wat,0
tirupur da started office call,0
course math one day one chapter one month finish,0
r home come within 5 min,0
cd 4u congratulation ur awarded 500 cd gift voucher 125 gift guaranteed freeentry 2 100 wkly draw xt music 87066 tncs www ldew com1win150ppmx3age16,1
lol mad first woke gave,0
smith waste da wanna gayle,0
got called tool,0
necessarily respectful,0
thing quick question,0
oh gei happend tron maybe ill dl 3d,0
know lab goggles went,0
please ask mummy call father,0
well officially philosophical hole u wanna call home ready saved,0
absolutely love south park recently started watching office,0
k tell anything,0
joined today,0
sorry call later,0
ok pa nothing problem,0
lol great im getting hungry,0
ok lor,0
hi ct employee,0
ok asked money far,0
problem walk around julianaland oblivious going around say thing constantly go one ear go whatever want know upset listen tell going upset want surprised mad,0
staff science nu edu sg phyhcmk teaching pc1323,0
answerin phone actually pretty reasonable hour sleepy,0
dont make ne plan nxt wknd coz want u come ok,0
sorry left phone upstairs ok might hectic would bird one fell swoop date,0
need person give na,0
yes really great bhaji told kallis best cricketer sachin world tough get,0
think going finn come,0
sea lay rock rock envelope envelope paper paper 3 word,0
dear shall mail tonite busy street shall update tonite thing looking ok varunnathu edukkukayee raksha ollu good one real sense,0
sorry able get see morning,0
guy go see movie side,0
e admin building might b slightly earlier call u reaching,0
watching tv lor nice one like lor,0
age abj,0
surfing online store offer want buy thing,0
come medical college 7pm forward da,0
sir waiting call,0
happy saying,0
keep safe need miss already envy everyone see real life,0
yeah able text ready meet,0
hi probably much fun get message thought id txt u co im bored james farting night,0
think rule tamilnadu tough people,0
okay wait ah,0
ow u dey paid 60 400thousad told u would call,0
ooh 4got gonna start belly dancing moseley wed 6 30 u want 2 join cafe,0
send ur birthdate month year tel u ur life partner name method calculation reply must,0
mathews tait edward anderson,0
fuck babe miss already know let send money towards net need want crave,0
available like right around hillsborough amp lt gt th,0
hmph go head big baller,0
please send aunty number,0
wat dear sleeping ah,0
bill letter expecting one orange bill may still say orange,0
good morning plz call sir,0
lt gt fast approaching wish u happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy may day happy independence day happy friendship mother father teacher childrens day amp happy birthday 4 u happy ganesh festival happy dasara happy diwali happy christmas lt gt good morning afternoon evening night rememberi first wishing u raj,0
geeeee love much barely stand,0
hope know still mad,0
watching tv got new job,0
dating service asked 2 contact u someone shy call 09058091870 revealed pobox84 m26 3uz 150p,1
amazing rearrange letter give meaning dormitory dirty room astronomer moon starer eye see election result lie let recount mother law woman hitler eleven plus two twelve plus one amazing,0
let know change next 6hrs even appendix age range however impossible chill let know 6hrs,0
hmm well night night,0
omg u know ate,0
problem spending lot quality time together,0
say somebody named tampa,0
gosh pain spose better come,0
2marrow wed lt gt 2 aha,0
fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose,0
gain right wife dont demand trying husband let see,0
dont know oh,0
friend want drive em someplace probably take,0
u still going mall,0
sad puppy noise,0
arrived see couple day lt 3,0
world happiest frnds never character dey best understanding difference,0
perhaps much easy give account identification tomorrow uni,0
want custom officer discount oh,0
ok lor early still project meeting,0
much blackberry bold2 nigeria,0
fine anytime best,0
tried contact reply offer video handset 750 anytime network min unlimited text camcorder reply call 08000930705,1
ever green quote ever told jerry cartoon person irritates u always one love u vry much fails express gud nyt,0
free ringtone waiting collected simply text password mix 85069 verify get usher britney fml po box 5249 mk17 92h 450ppw 16,1
call like lt gt time oh give u hypertension oh,0
still pretty weak today bad day,0
hottest pic straight phone see getting wet wanting xx text pic 89555 txt cost 150p textoperator g696ga 18 xxx,1
annoying,0
joy father john john ____ joy father u an th hav lt gt iq ti ia question try answer,0
k k apo k good movie,0
end might still vomit okay everything come,0
per request maangalyam alaipayuthe set callertune caller press 9 copy friend callertune,0
yeah fact asked needed anything like hour ago much,0
room number wanna make sure knocking right door,0
saw message k da,0
job profile seems like bpo,0
ur chance win 250 cash every wk txt play 83370 c www music trivia net custcare 08715705022 1x150p wk,1
hello per request lt gt r 5 transfered,0
look back building coat want get sick hurry home wear coat gym,0
wat r u,0
shall send exe mail id,0
give u back id proof lt gt r wont allow work come home within day,0
want 750 anytime network min 150 text new video phone five pound per week call 08000776320 reply delivery tomorrow,1
ok good later come find ü c lucky told ü go earlier later pple take finish ü,0
7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sm 1st ur lovely friendship good morning dear,0
ringtone club get uk single chart mobile week choose top quality ringtone message free charge,1
sm ac sun0819 post hello seem cool wanted say hi hi stop send stop 62468,1
ok go change also,0
friend studying warwick planned go shopping concert tmw may canceled havn seen age yeah get together sometime,0
leaving house,0
sure since parent working tuesday really need cover story,0
trust even,0
machan go gym tomorrow wil come late goodnight,0
brand new mobile music service live free music player arrive shortly install phone browse content top artist,1
got xmas radio time get,0
k da many page want,0
work please call,0
hi msg office,0
turn friend staying whole show back til lt gt feel free go ahead smoke lt gt worth,0
met alex nichols middle school turn dealing,0
aight work thanks,0
thought praps meant another one goodo look tomorrow,0
need get,0
update_now xmas offer latest motorola sonyericsson nokia free bluetooth double min 1000 txt orange call mobileupd8 08000839402 call2optout f4q,1
velly good yes please,0
need lar go engin co si art today,0
love u 2 babe r u sure everything alrite idiot txt bak girlie,0
money issue weigh thanks breathe easier make sure dont regret thanks,0
sea lay rock rock envelope envelope paper paper 3 word,0
urgent mobile awarded 1 500 bonus caller prize 27 6 03 final attempt 2 contact u call 08714714011,1
garage key bookshelf,0
thnx dude u guy 2nite,0
today voda number ending 7634 selected receive 350 reward match please call 08712300220 quoting claim code 7684 standard rate apply,1
aight lemme know,0
gonna way specific,0
got ten buck jay noncomittal,0
ok every night take warm bath drink cup milk see work magic still need loose weight know,0
today offer claim ur 150 worth discount voucher text yes 85023 savamob member offer mobile c 08717898035 3 00 sub 16 unsub reply x,1
hello darling today would love chat dont tell look like sexy,1
pls clarify back open return ticket preponed go back kerala,0
siva hostel aha,0
ball moving lot spin last difficult bat,0
yeah open chat click friend list make list easy pie,0
princess like make love lt gt time per night hope thats problem,0
remain unconvinced elaborate test willpower,0
said problem let know,0
guy asking get slipper gone last year,0
happy sad one thing past good morning,0
yep great loxahatchee xmas tree burning lt gt start hour,0
complimentary 4 star ibiza holiday 10 000 cash need urgent collection 09066364349 landline lose box434sk38wp150ppm18,1
neva mind ok,0
come alive better correct good looking figure,0
reply win 100 weekly 2006 fifa world cup held send stop 87239 end service,1
faith make thing possible hope make thing work love make thing beautiful may three christmas merry christmas,0
ok popped ask bout something said around tonght wen girl come,0
lol well quality aint bad aint complaining,0
guess somebody know secretly fancy wanna find give u call 09065394973 landline datebox1282essexcm61xn 150p min 18,1
haf combine n c lor,0
din tell u jus 420,0
yeah confirmed staying weekend,0
spjanuary male sale hot gay chat cheaper call 08709222922 national rate 1 5p min cheap 7 8p min peak stop text call 08712460324 10p min,1
test earlier appreciate call tomorrow,0
hey j r u feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell damn iam layin bedreal bored lotsof luv xxxx,0
waiting call,0
hand phone chat wit u,0
1 tension face 2 smiling face 3 waste face 4 innocent face 5 terror face 6 cruel face 7 romantic face 8 lovable face 9 decent face lt gt joker face,0
much eighth,0
hey hey werethe monkeespeople say monkeyaround howdy gorgeous howu doin foundurself jobyet sausage love jen xxx,0
cancer mom making big deal regular checkup aka pap smear,0
check audrey status right,0
p u ur grown right,0
oops lt gt,0
weekly cool mob tone ready download week new tone include 1 crazy frog axel f 2 akon lonely 3 black eyed dont p info n,1
oh yes speak txt 2 u hmm u get email,0
take u shopping mark distract isaiah,0
ill little closer like bus stop street,0
sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 1 50 sp tyrone,1
staying town,0
sent email address incomm right,0
pls go ahead watt wanted sure great weekend abiola,0
message phone holding,0
grandma oh dear u still ill felt shit morning think hungover another night leave sat,0
oh k watching,0
ok,0
haha first person gonna ask,0
send number give reply tomorrow morning said like ok,0
maybe woke fucking 3 problem,0
always saying welp,0
yes baby study position kama sutra,0
ha u e thing got tv 2 watch u thk 2 go tonight u already haf smth mind,0
need buy lunch eat maggi mee,0
hey happen de alright,0
post l8r class,0
one joy lifeis waking daywith thought somewheresomeone care enough tosend warm morning greeting,0
borrow ur bag ok,0
babe u want dont u baby im nasty thing 4 filthyguys fancy rude time sexy bitch go slo n hard txt xxx slo 4msgs,1
ok,0
urgent call 09061749602 landline complimentary 4 tenerife holiday 10 000 cash await collection sae c box 528 hp20 1yf 150ppm 18,1
yay finally lol missed cinema trip last week,0
lol ok forgiven,0
thanks temales wonderful thank great week,0
easy ah sen got selected mean good,0
watching ajith film ah,0
thank winner notified sm good luck future marketing reply stop 84122 customer service 08450542832,1
hai priya right doctor said pa,0
hi kate u give ring asap xxx,0
catch bus frying egg make tea eating mom left dinner feel love,0
yes dont care need bad princess,0
thought bout drink tap spile seven pub gas st broad st canal ok,0
good sleep rhythm person establish rhythm body learn use want know,0
lol real told dad cancer,0
hi babe jordan r u im home abroad lonely text back u wanna chat xxsp visionsms com text stop stopcost 150p 08712400603,1
loosu go hospital de dont let careless,0
going lunch,0
th gower mate r u man good wale ill b back morrow c u wk msg 4 random,0
ard 530 like dat lor juz meet mrt station ü dun haf come,0
bad girl still remember,0
would smoking help u work difficult time,0
greeting consider excused,0
thank u better work cause feel used otherwise,0
yeah got one lined u,0
tick tick tick could die loneliness know pout stomp foot need,0
cooked rather nice salmon la,0
little darling far week need coffee run tomo believe time week already,0
good morning boytoy yummy lip sexy bun think crave need,0
dont give monkey wot think certainly mind friend mine sleep wiv wud annoyin,0
private 2003 account statement 07815296484 show 800 un redeemed point call 08718738001 identifier code 41782 expires 18 11 04,1
yep get program slacking,0
free today haf 2 pick parent tonite,0
office da,0
hello yeah got bath need hair come done yeah,0
oh really make air talent,0
yeah probably earlier,0
download many ringtones u like restriction 1000 2 choose u even send 2 yr buddy txt sir 80082 3,1
im sorry bout last nite ur fault spouse pmt sumthin u 4give think u shldxxxx,0
cool want go kappa meet outside mu,0
webpage available,0
mmmmmm love much ahmad wait year begin every second take closer side happy new year love,0
ringtone club gr8 new polys direct mobile every week,1
got ur favorite oyster n got favorite sashimi ok lar dun say already wait ur stomach start rumbling,0
see knew giving break time woul lead always wanting miss curfew gonna gibe til one midnight movie gonna get til 2 need come home need getsleep anything need b studdying ear training,0
7 esplanade ü mind giving lift co got car today,0
getting worried derek taylor already assumed worst,0
whenever see still hook,0
forwarded 21870000 hi mailbox messaging sm alert 4 message 21 match please call back 09056242159 retrieve message match,1
u got person story,0
hi happy birthday hi hi hi hi hi hi hi,0
way home went change batt 4 watch go shop bit lor,0
used hope agent drop since booked thing year whole boston nyc experiment,0
taste fish curry p,0
oh ok wait 4 lect havent finish,0
aight time want come,0
princess kitty shaved natural,0
r giving second chance rahul dengra,0
said text one time,0
book lesson msg call work sth going get spec membership px3748,0
ugh leg hurt musta overdid mon,0
india win level series mean record,0
friend got say upping order gram got lt gt get,0
sorry call later,0
talk atleast day otherwise miss best friend world shakespeare shesil lt gt,0
ok,0
mobile club choose top quality item mobile 7cfca1a,1
congratulation thanks good friend u 2 000 xmas prize 2 claim easy call 08712103738 10p per minute bt national rate,1
borderline yeah whatever,0
free nokia motorola upto 12mths 1 2price linerental 500 free x net min 100txt mth free b tooth call mobileupd8 08001950382 call 2optout d3wv,1
wow v v impressed fun shopping,0
oh charge camera,0
sir 8 hr trip bus last week another audition next wednesday think might drive time,0
thinl role like sachin standing others hit,0
rgent 2nd attempt contact u u 1250 call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvary max 7 50,1
want 2 get laid tonight want real dogging location sent direct 2 ur mob join uk largest dogging network bt txting gravel 69888 nt ec2a 31p msg 150p,1
message truro hospital ext phone phone side,0
sorry call later meeting,0
ok wont call disturb one know avoiding burden,0
eldest know,0
sorry call later ok bye,0
hurry home u big butt hang last caller u food done starving ask cooked,0
already back home probably,0
yes finished watching day life love,0
people mu table lambda,0
ok darlin supose ok worry much film stuff mate babysit call xx,0
mean still think teju,0
gibbs unsold mike hussey,0
sorry grocer,0
tell female v throwing deciding get,0
good r u working,0
pls send correct name da,0
called said choose future,0
sitting mu waiting everyone get suite take shower,0
k k special today,0
dont show far put new picture facebook,0
2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08718726970 10p per min bt national rate,1
started skye,0
ok careful text drive,0
tuesday night r u 4 real,0
much buzy,0
1 new message call 0207 083 6089,1
effect irritation ignore,0
chill another 6hrs could sleep pain surgical emergency see unfolds okay,0
mile smile r made frm letter u know difference smile ur face keep happy even though mile away u keep smiling good nyt,0
oh great disturb talk,0
tell happen dont behave like ok need say,0
orange brings ringtones time chart hero free hit week go ringtones pic wap stop receiving tip reply stop,1
enough trouble sleeping,0
3 pa selected,0
news hassling get weed week andres money haughaighgtujhyguj,0
lol nah bad thanks good b home quite reality check hows ur day u anything website,0
oh yes like torture watching england,0
call lt gt min thats ok,0
purity friendship two smiling reading forwarded message smiling seeing name gud evng,0
hey mr going sea view couple gay mean game give bell ya finish,0
oops let know roommate done,0
yes come nyc audiitions trying relocate,0
gram usually run like lt gt half eighth smarter though get almost whole second gram lt gt,0
say hi get as back south tampa preferably kegger,0
sound like many talent would like go dinner date next week,0
sorry call later meeting thing related trade please call arul lt gt,0
funeral home audrey dad,0
text doesnt reply let know log,0
depends u going lor,0
hope good week checking,0
dear voucher holder claim week offer pc please go http www e tlp co uk reward t c apply,1
yay better told 5 girl either,0
bold 2 lt gt,0
dude got haircut breezy,0
mean u could keep ur word,0
nite,0
god love limit god grace measure god power boundary may u god endless blessing always ur life gud ni8,0
found diff farm shop buy cheese way back call,0
ur lecture,0
oh ya got hip hop open haha thinking go jazz zoom cine actually tonight free leh kb lesson tonight,0
length e e top shorter n got fringe thk going liao lazy dun wan 2 distract u also,0
oh k k take test,0
im done studyn library,0
getting back home,0
done internet connection v slow send try later first thing tomo,0
anyway seriously hit back otherwise light armand always shit vomiting,0
still grand prix,0
give one miss number please,0
howz person story,0
well right gonna get check today steam sale pee text want come get,0
urgent mobile number awarded ukp 2000 prize guaranteed call 09061790125 landline claim 3030 valid 12hrs 150ppm,1
marriage function,0
want funk ur fone weekly new tone reply tones2u 2 text www ringtones co uk original n best tone 3gbp network operator rate apply,1
yar lor wait 4 mum 2 finish sch lunch lor whole morning stay home clean room room quite clean hee,0
private 2003 account statement 078,1
hello lover go new job happy think wake slave send teasing kiss across sea,0
dude makin weirdy brownie sister made awesome cooky took pic,0
guaranteed 200 award even 1000 cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php rg21 4jx,1
babe talking think good boy missing love,0
coming whatever want,0
k k sister kid,0
ok lor anyway thk cant get ticket co like quite late already u wan 2 go look 4 ur frens darren wif,0
thanks ringtone order reference t91 charged gbp 4 per week unsubscribe anytime calling customer service 09057039994,1
match started india lt gt 2,0
hoping get away 7 langport still town tonight,0
lemme know swing pick free basically time 1 semester,0
coming home 4 dinner,0
guess want alone time could show watch,0
yavnt tried yet never played original either,0
final chance claim ur 150 worth discount voucher today text yes 85023 savamob member offer mobile c savamob pobox84 m263uz 3 00 sub 16,1
told going got drunk,0
free unlimited hardcore porn direct 2 mobile txt porn 69200 get free access 24 hr chrgd 50p per day txt stop 2exit msg free,1
life nothing wen v get everything life everything wen v miss something real value people wil realized absence gud mrng,0
possible teach,0
boo time u get u supposed take shopping today,0
u remember old commercial,0
would great guild could meet bristol road somewhere get touch weekend plan take flight good week,0
single line big meaning miss anything 4 ur best life miss ur best life anything gud nyt,0
urgent 1 week free membership 100 000 prize jackpot txt word claim 81010 c www dbuk net lccltd pobox 4403ldnw1a7rw18,1
sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish entered cabin pa said happy b day bos felt special askd 4 lunch lunch invited apartment went said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid cake n wife parent kidz friend n colleague screaming surprise waiting sofa naked,0
ok said got wisdom teeth hidden inside n mayb need 2 remove,0
ya one slow poo,0
lol always convincing,0
u secret admirer looking 2 make contact u find r reveal think ur special call 09058094599,1
time n smile r two crucial thing life sometimes time make u forget smile sometimes someone smile make u forget time gud noon,0
yes really great bhaji told kallis best cricketer sachin world tough get,0
see christmassy,0
always yahoo messenger send message get may send mobile mode sha get reply,0
sleeping surfing,0
hey babe far 2 spun 2 spk da mo dead 2 da wrld sleeping da sofa day cool nytho tx 4 fonin hon call 2mwen im bk frmcloud 9 j x,0
freemsg hey u got 1 video pic fones reply wild txt ill send u pic hurry im bored work xxx 18 150p rcvd stop2stop,1
hows street end library walk,0
bought test yesterday something let know exact day u ovulate get 2u 2 3wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell,0
sure stomach,0
v skint fancied bevy waz gona go meet othrs spoon jst bin watchng planet earth sofa v comfey dont make hav gd night,0
home,0
u want come back beautiful necklace token heart thats give wife liking see one give dont call wait till come,0
say quitting least5times day wudn take much notice nah mind gonna see want come taunton tonight u tell,0
thanx birthday already,0
mind ask happened dont say uncomfortable,0
think disturbing da,0
good afternoon sexy bun go job search wake first thought always love wish fine happy know adore,0
quite ok bit ex u better go eat smth else feel guilty,0
like jerk,0
enufcredeit tocall shall ileave uni 6 get bus yor house,0
stopped get ice cream go back,0
r many model sony ericson also der lt gt luks good bt forgot modl,0
u want 2 meet 2morro,0
final chance claim ur 150 worth discount voucher today text yes 85023 savamob member offer mobile c savamob pobox84 m263uz 3 00 sub 16,1
lol ok remember til last nite,0
gudnite tc practice going,0
raji pls favour pls convey birthday wish nimya pls today birthday,0
keep ur problem ur heart b coz nobody fight u u amp u fight ur self amp win battle vivekanand g 9t sd ham yeah give call got minute ham hi babe uawake feellikw shit justfound via aletter thatmum gotmarried 4thnov behind ourbacks fuckinnice selfish deviousbitch anyway l call u,0
honestly made lovely cup tea promptly dropped key burnt finger getting,0
thanks talk saturday dear cherish brother role model,0
uworld site buying qbank buying self assessment also,0
oh k come tomorrow,0
happy new year u ur family may new year bring happiness stability tranquility ur vibrant colourful life,0
dear call tmorrow pls accomodate,0
dint slept afternoon,0
oooh bed ridden ey thinking,0
u still havent got urself jacket ah,0
